age,income,pincodeRisk,duplicatePan,nameMatch,occupationRisk,label,firstName,lastName,panNumber,aadhaarNumber,mobile,email,occupation,pincode
56,33668,0,0,1,0,0,Priya,Verma,MMZTZ7921I,199902527141,9902042490,priya.verma440@yahoo.com,Trader,567764
56,136334,1,0,1,0,0,Anjali,Verma,ZLJYX7991C,529787535759,6597625485,anjali.verma293@yahoo.com,Farmer,902919
34,57728,0,0,1,1,0,Rohit,Jain,EOLCP1009S,622216788607,9232226667,rohit.jain175@outlook.com,Cash,566569
50,70683,1,0,1,0,0,Rahul,Mehta,OPYZB3198V,179261035838,7095451480,rahul.mehta110@gmail.com,Doctor,927911
35,85793,0,0,1,0,0,Amit,Kumar,IMCZA3454J,279922798062,8582011851,amit.kumar199@hotmail.com,Doctor,117431
70,37677,0,0,1,0,0,Karan,Kumar,BJGAA7659V,381128397642,6403890329,karan.kumar948@outlook.com,Student,121697
46,49735,0,0,1,0,0,Anjali,Verma,KMQPH3797J,710549124024,9062754904,anjali.verma126@outlook.com,Doctor,604438
33,105129,0,0,1,1,0,Raj,Kumar,AJRGV4905R,082578969436,9365772321,raj.kumar595@gmail.com,Cash,409077
42,146987,0,0,1,0,0,Simran,Verma,BSXNQ4897H,053089578218,7688407554,simran.verma176@yahoo.com,SelfEmployed,407355
19,10213,0,0,1,1,1,Aditya,Patel,TWJBF1520V,603471915926,7439372777,aditya.patel914@outlook.com,Broker,407678
23,127553,0,1,1,0,0,Amit,Patel,NKLBM7226N,874644009698,9206051663,amit.patel762@gmail.com,SelfEmployed,128879
24,8847,1,1,1,0,1,Rohit,Jain,ADDSE3889B,380987897577,6034698092,rohit.jain313@gmail.com,SelfEmployed,919780
32,55047,1,0,1,0,0,Priya,Jain,YNKLD0807K,238339791786,7982534383,priya.jain902@yahoo.com,Doctor,911113
34,44259,0,0,1,0,0,Simran,Gupta,LYVZD1466U,127447825154,6410986269,simran.gupta428@hotmail.com,SelfEmployed,802911
29,107180,0,0,1,0,0,Aditya,Jain,XQGSD4858K,687934928611,7472858717,aditya.jain178@hotmail.com,Trader,116978
38,75386,1,0,1,0,0,Raj,Jain,IHBXA0682N,389282919127,8723511757,raj.jain426@outlook.com,Trader,916187
41,87499,1,0,1,0,0,Meera,Nair,AFVMK7034A,030937131022,6158935026,meera.nair902@outlook.com,Student,929107
46,43941,0,0,1,0,0,Rohit,Kumar,QWHAD4103M,516658531134,7613003858,rohit.kumar882@hotmail.com,Farmer,128309
24,77765,0,0,1,1,0,Priya,Singh,SXHFT8780P,376789832427,8437948636,priya.singh935@yahoo.com,Broker,404812
39,98393,0,0,1,0,0,Anjali,Singh,PDTVL3227U,037531758258,6068679581,anjali.singh655@outlook.com,Engineer,600621
31,127126,1,0,1,0,0,Raj,Das,MAFCV0346L,548861043245,6403663655,raj.das935@gmail.com,Trader,906213
52,53640,0,0,1,0,0,Neha,Singh,WLTAP1566W,426433341649,8036191738,neha.singh406@outlook.com,Trader,704746
23,118197,0,0,1,0,0,Rahul,Singh,SIZET1536Z,029223131508,9060487546,rahul.singh298@outlook.com,Teacher,608209
37,60120,0,0,1,0,0,Arjun,Singh,HQHKV8312M,278278713745,9409193494,arjun.singh46@hotmail.com,SelfEmployed,110678
50,102640,0,0,1,1,0,Neha,Sharma,FKZMW6212V,725552570006,7051655575,neha.sharma657@yahoo.com,Cash,404946
54,32927,1,0,1,1,1,Meera,Patel,DKAWY4340Q,057631437366,7599447092,meera.patel212@gmail.com,Unknown,915858
54,72481,0,0,1,1,0,Aditya,Singh,IQYKJ0514N,633544726458,7223120494,aditya.singh650@hotmail.com,Broker,122197
37,85535,0,0,1,0,0,Arjun,Mehta,MPOET8959P,207073273074,9696242442,arjun.mehta89@yahoo.com,Farmer,806321
33,143956,0,0,1,0,0,Arjun,Das,SZQLV3797N,868829464308,8241711792,arjun.das940@outlook.com,SelfEmployed,562803
65,72359,0,0,1,0,0,Amit,Reddy,DYBCA3243Q,947496553867,8450254984,amit.reddy663@gmail.com,SelfEmployed,707546
63,54378,0,0,1,0,0,Raj,Reddy,RZKWO6651A,299369892070,9930821564,raj.reddy55@yahoo.com,Student,566530
22,15936,1,0,1,1,1,Isha,Das,INLLB6543D,991337979179,7638687390,isha.das892@gmail.com,Unknown,912965
67,94971,1,0,0,0,1,Amit,Yadav,LFSEG4202U,108485481048,8796101185,amit.yadav137@gmail.com,Doctor,929390
48,96364,0,0,1,0,0,Arjun,Patel,RSHKC9693T,310304956748,7437469105,arjun.patel991@yahoo.com,Student,117452
42,133377,0,0,1,0,0,Priya,Mehta,WUTHE5890A,255747283570,9578656611,priya.mehta215@yahoo.com,Doctor,116740
53,113554,1,0,1,0,0,Anjali,Jain,HMSKI0174G,052134001376,8702937622,anjali.jain584@yahoo.com,SelfEmployed,914623
29,46138,0,1,0,0,1,Isha,Jain,BDIUS6414S,263428767625,7585273553,isha.jain126@hotmail.com,Farmer,604425
64,121687,1,0,1,0,0,Vikas,Yadav,VPSQM9261S,609294699197,8031746100,vikas.yadav414@hotmail.com,Student,911937
46,149111,0,0,1,0,0,Aditya,Das,PJOGL9552L,240491172254,7315715432,aditya.das595@outlook.com,Teacher,809626
33,103506,1,0,1,1,0,Rohit,Jain,KSIAD9785W,658058948957,8683038637,rohit.jain766@yahoo.com,Cash,901485
56,135867,0,0,1,1,0,Neha,Das,KSMSO6411N,397099201043,6844894845,neha.das877@gmail.com,Broker,702893
34,101938,0,0,1,1,0,Arjun,Patel,EYAIA0676C,938358811239,8110756206,arjun.patel793@outlook.com,Broker,568350
43,60186,0,0,1,1,0,Priya,Mehta,ATRLJ0882D,601827514103,7812149565,priya.mehta579@hotmail.com,Cash,569204
54,69490,0,0,1,0,0,Karan,Yadav,JBYTO1427L,754290920859,9330796963,karan.yadav523@hotmail.com,Teacher,117123
48,17681,0,0,1,0,0,Simran,Yadav,AQIQW3818Y,679033388803,6886644828,simran.yadav587@yahoo.com,Engineer,703107
37,135798,0,0,1,0,0,Sneha,Reddy,STOYK8504Z,207816200604,9714165797,sneha.reddy8@yahoo.com,Student,602155
41,50593,0,0,1,1,0,Sneha,Singh,WNGDJ3993Y,579900356962,6388003256,sneha.singh825@outlook.com,Broker,564972
24,20929,1,0,1,0,0,Aditya,Yadav,ZWCRV9892N,055240843893,8276286294,aditya.yadav444@outlook.com,Teacher,904972
56,19940,0,0,1,0,0,Neha,Reddy,VEJZN3653J,315475032036,6614898154,neha.reddy305@outlook.com,Student,406297
68,58183,1,0,1,0,0,Aditya,Reddy,PZKEE5399I,616766353281,9161444580,aditya.reddy128@yahoo.com,Teacher,901178
27,94193,0,0,0,0,0,Simran,Singh,DCXNL3204Y,048636132263,7083046399,simran.singh360@hotmail.com,Teacher,120033
48,119531,1,0,1,0,0,Pooja,Verma,ACJQR2333I,563514259454,6855258355,pooja.verma879@hotmail.com,SelfEmployed,912702
59,14080,1,0,1,1,1,Anjali,Verma,GRJAJ7665Q,420482984172,9632293052,anjali.verma240@outlook.com,Broker,926403
27,51071,0,0,1,0,0,Vikas,Kumar,IFYME3316Z,641030057120,8062930060,vikas.kumar205@hotmail.com,Engineer,807635
37,20945,0,1,1,0,1,Neha,Jain,TOEEG3491U,593851362412,9433188663,neha.jain447@yahoo.com,Engineer,406981
49,114913,0,0,1,0,0,Vikas,Jain,GQYZM7662C,372727372572,9895118261,vikas.jain350@yahoo.com,Teacher,803427
22,100267,0,0,1,0,0,Arjun,Gupta,NOOSZ9213Y,380090201115,8108521590,arjun.gupta130@yahoo.com,Engineer,124623
58,42880,0,0,1,0,0,Isha,Verma,QGDQM8450C,667115197337,9601377088,isha.verma456@gmail.com,Student,807712
29,60495,1,0,1,0,0,Aditya,Verma,UQAEF4062T,664607064995,7699918558,aditya.verma699@hotmail.com,Farmer,911234
25,53436,0,0,1,0,0,Rahul,Jain,CWITX8922F,805864448588,8201076380,rahul.jain718@outlook.com,Doctor,569060
68,113532,0,0,1,1,0,Aditya,Verma,BFBRD3456S,756698221057,7717950190,aditya.verma640@gmail.com,Cash,706220
35,20517,1,0,1,0,0,Amit,Nair,HCAUO0022U,216424018316,7671357022,amit.nair550@gmail.com,Teacher,928776
63,80468,0,0,1,1,0,Aditya,Singh,QLVZN1555F,177398756416,9504281830,aditya.singh481@outlook.com,Broker,403257
25,123307,0,0,1,1,0,Vikas,Verma,BXGTX5134P,163201833944,8909293556,vikas.verma553@outlook.com,Unknown,111882
44,121339,0,1,1,1,1,Anjali,Gupta,ZYRDB8618M,404491093171,7868531746,anjali.gupta217@outlook.com,Unknown,560325
46,127557,0,0,0,1,1,Isha,Kumar,KALCF6763B,124284311401,8528619629,isha.kumar957@outlook.com,Unknown,705921
27,27435,0,0,1,0,0,Anjali,Mehta,NYMYM3481T,570762165879,6806481508,anjali.mehta290@gmail.com,Trader,409496
37,128497,0,0,1,0,0,Neha,Patel,IRKVN1155W,430093631813,9505384007,neha.patel789@yahoo.com,Student,704140
65,134520,0,0,1,0,0,Simran,Das,QYQVS8616B,410235256311,7695747566,simran.das450@hotmail.com,Doctor,120040
52,48992,0,0,1,1,0,Raj,Mehta,TVIHR7341M,105368686154,6150275265,raj.mehta297@gmail.com,Unknown,563671
62,122822,1,0,1,0,0,Sneha,Patel,HYBHG8485S,560729297465,9820779186,sneha.patel239@yahoo.com,Engineer,924803
24,59330,1,1,1,0,1,Pooja,Yadav,KEKSP1338R,238240747248,8811667101,pooja.yadav619@gmail.com,Trader,900937
67,97375,0,0,1,0,0,Arjun,Yadav,DTJXQ5315D,795863204304,9515658564,arjun.yadav92@gmail.com,Engineer,128559
32,88523,1,0,1,0,0,Vikas,Yadav,SMZZO1592W,025380770735,8134397795,vikas.yadav430@yahoo.com,Engineer,906409
41,9895,0,0,1,0,0,Pooja,Singh,KKMKY3752N,366160545798,6556228031,pooja.singh947@outlook.com,Engineer,112600
28,29742,0,1,0,0,1,Meera,Mehta,BARHR2171G,060084892405,8758527708,meera.mehta493@gmail.com,Doctor,567419
47,31161,0,0,1,0,0,Neha,Das,KKCLU1010P,056667134688,9173343799,neha.das244@yahoo.com,Trader,408393
69,142549,0,0,1,0,0,Neha,Reddy,AGHDP8852D,607255252048,9337858138,neha.reddy444@outlook.com,Farmer,605845
40,125992,1,0,1,1,0,Rohit,Gupta,RLPAK3877D,515855349441,9640941495,rohit.gupta307@yahoo.com,Unknown,914685
24,101720,0,0,1,0,0,Raj,Reddy,RGVUT4378P,333128077775,9497818155,raj.reddy64@hotmail.com,Teacher,607645
23,86330,0,0,1,0,0,Rahul,Das,ZTOTB8033R,477891419255,7373629910,rahul.das766@gmail.com,Farmer,400288
56,109458,1,0,1,0,0,Arjun,Singh,YOBWO6968Q,888344530073,7361096053,arjun.singh777@outlook.com,Engineer,914486
19,22367,0,0,1,1,1,Neha,Sharma,XSXML8911O,358550107677,6961628291,neha.sharma795@yahoo.com,Broker,602048
47,134255,0,0,1,1,0,Pooja,Nair,VHZHH4969X,043894337532,6752423686,pooja.nair573@outlook.com,Broker,704499
40,45850,0,0,1,0,0,Priya,Jain,KGQHO4439Y,147991547984,9986553677,priya.jain179@gmail.com,Teacher,406483
62,15971,0,0,1,0,0,Arjun,Nair,KCSWU3008V,871664077647,8440747756,arjun.nair475@gmail.com,Teacher,704941
39,104886,0,0,1,1,0,Sneha,Das,ERTJM4799D,320818706500,8607929383,sneha.das701@hotmail.com,Broker,401372
61,64779,0,0,1,0,0,Pooja,Singh,GKVZQ2565M,684194323116,9019362597,pooja.singh617@gmail.com,Teacher,405261
70,15365,1,0,1,0,0,Raj,Jain,KZNNO5127M,990767609456,6500117301,raj.jain702@outlook.com,Doctor,922598
42,141595,0,0,1,1,0,Priya,Verma,ATWLM0001X,442852142549,7008222988,priya.verma249@hotmail.com,Cash,600213
33,22450,0,0,1,0,0,Isha,Mehta,PODFX6819L,955712411974,9404669668,isha.mehta308@outlook.com,Trader,705504
65,130918,0,0,1,0,0,Arjun,Singh,ZUVFR1183X,885242578808,8543664016,arjun.singh621@yahoo.com,Teacher,706902
29,36952,0,0,1,0,0,Raj,Singh,MLKTU6543T,856761868267,8413000195,raj.singh6@gmail.com,Farmer,111541
52,44701,0,0,1,0,0,Rohit,Sharma,SJTNN2381A,828188860145,9404573771,rohit.sharma971@yahoo.com,Engineer,401027
19,70553,0,0,0,1,1,Sneha,Jain,DMVBR6199V,948763834479,8481150090,sneha.jain715@gmail.com,Broker,700683
34,58165,1,0,1,0,0,Vikas,Mehta,YDWYR6247F,619720314354,9060030953,vikas.mehta660@outlook.com,Student,905407
66,70582,1,0,1,1,1,Meera,Reddy,KPRZX0366V,565374061927,7946523931,meera.reddy203@gmail.com,Unknown,922995
41,86206,0,0,0,1,1,Pooja,Yadav,LBWYY2840B,410275042658,7643895774,pooja.yadav23@outlook.com,Broker,125361
45,109766,0,0,1,0,0,Sneha,Yadav,EPWSZ3425H,042131289559,6546334232,sneha.yadav606@hotmail.com,Teacher,116348
61,52454,0,0,1,1,0,Rahul,Nair,IUBFV5677L,492767853299,7988949988,rahul.nair454@yahoo.com,Unknown,400878
49,57259,0,0,0,0,0,Simran,Sharma,LCAHE9420J,372465607008,7286118520,simran.sharma96@yahoo.com,SelfEmployed,409590
40,28450,1,0,1,0,0,Anjali,Patel,YIBTT9450W,671996440991,9766660529,anjali.patel910@yahoo.com,Student,921792
45,39795,1,0,1,0,0,Raj,Kumar,RPKVV8798V,088473979735,9639442685,raj.kumar41@hotmail.com,Teacher,924673
64,115866,1,0,1,0,0,Arjun,Sharma,URYSL5430H,659247719991,7265451650,arjun.sharma169@yahoo.com,Student,911624
67,139052,0,0,1,0,0,Neha,Kumar,PPBSP7416C,327208380585,9414725352,neha.kumar207@hotmail.com,SelfEmployed,806255
21,73696,0,0,1,1,0,Neha,Das,APERB8283M,406651123681,6405699101,neha.das569@hotmail.com,Broker,124166
20,58017,0,0,0,0,1,Amit,Kumar,XGCKY3381H,893549363416,9157530923,amit.kumar921@outlook.com,Trader,603864
54,30972,0,0,1,1,0,Rohit,Patel,QRMQV2071I,547082956137,8089562737,rohit.patel210@yahoo.com,Broker,803348
21,17054,0,0,1,0,0,Aditya,Patel,NTSTO5100T,032571293391,9371986797,aditya.patel144@yahoo.com,Trader,606584
45,53400,0,0,1,1,0,Rohit,Sharma,KOMKR5060P,198297522292,9178779667,rohit.sharma736@gmail.com,Unknown,567129
35,124996,1,0,1,1,0,Rahul,Patel,QHKEX4350Q,466696681721,7281952503,rahul.patel107@outlook.com,Unknown,900855
51,135176,1,0,1,0,0,Arjun,Gupta,IHCIP6061L,256286723553,6766492151,arjun.gupta330@hotmail.com,Trader,912302
45,54642,0,1,1,0,1,Rohit,Jain,VLDPH9155E,439866075785,6504505810,rohit.jain848@yahoo.com,Doctor,707079
58,38151,0,0,1,1,0,Neha,Gupta,CBEWP5903A,061457885789,7368691728,neha.gupta307@gmail.com,Cash,116821
47,132153,0,1,1,1,1,Rohit,Nair,IHANZ7359B,513718430957,8591435048,rohit.nair513@hotmail.com,Cash,110454
26,98155,1,0,1,1,0,Pooja,Mehta,HRGFD5649N,603961886869,8805484096,pooja.mehta86@gmail.com,Cash,926601
30,65395,0,0,1,0,0,Pooja,Kumar,YTCIZ9642D,966501319186,8658673634,pooja.kumar239@hotmail.com,SelfEmployed,808961
37,39453,0,0,1,0,0,Raj,Jain,BDCXG1221L,795705656463,8041225906,raj.jain219@outlook.com,Engineer,602242
63,75257,1,1,1,0,1,Neha,Reddy,WAAPK5671G,049172782033,6640131543,neha.reddy101@gmail.com,Trader,919292
28,14678,1,0,1,1,1,Arjun,Reddy,FENWT3725H,245774570677,9976104624,arjun.reddy796@gmail.com,Cash,913245
45,41706,0,0,1,0,0,Aditya,Das,VQELK8854Q,832477026196,9303233959,aditya.das362@gmail.com,Teacher,569135
34,12676,0,0,1,1,0,Raj,Patel,YHWKQ9113R,968977976447,9312208193,raj.patel604@hotmail.com,Unknown,129626
40,25223,0,0,1,0,0,Rohit,Jain,IRQTB1111Y,418621409914,8582741621,rohit.jain464@gmail.com,SelfEmployed,129277
53,41557,0,1,1,0,1,Priya,Nair,XFHZS4370Y,972104628187,9367298221,priya.nair353@yahoo.com,Engineer,562716
41,144554,1,0,1,0,0,Isha,Singh,CTOUB0580W,883498018315,7962805092,isha.singh715@outlook.com,Engineer,907316
45,109769,1,0,1,0,0,Neha,Mehta,DFZRM2693L,987190121290,9396179305,neha.mehta636@hotmail.com,Teacher,927334
22,26012,0,0,0,0,0,Anjali,Patel,YPSKM6167Z,174769006197,9081933348,anjali.patel728@outlook.com,Engineer,701917
30,101930,0,0,1,0,0,Priya,Sharma,EPEUE2580Y,957447323515,8471626227,priya.sharma994@gmail.com,Farmer,564617
20,141505,0,0,1,0,0,Priya,Jain,SRQUH7633L,736839021317,6230025291,priya.jain413@outlook.com,Doctor,606461
67,42683,0,0,1,0,0,Raj,Patel,UVLVA4466B,994086243049,7580669519,raj.patel578@gmail.com,Doctor,567327
38,11448,1,1,1,1,1,Vikas,Das,NIRGD9376F,097314738893,8483785420,vikas.das304@outlook.com,Cash,902559
31,71992,1,0,1,0,0,Raj,Das,XZUQN5210L,825570519107,8884950784,raj.das544@yahoo.com,Doctor,912330
28,107129,0,0,1,1,0,Anjali,Yadav,MIWPK3830D,123113294242,6469206211,anjali.yadav635@outlook.com,Unknown,804096
49,55328,0,0,0,0,0,Arjun,Das,TQUXV8303T,233523415251,7786574350,arjun.das32@hotmail.com,Teacher,118332
29,146998,0,0,1,0,0,Arjun,Das,YWTLU9606P,978098631680,9596475095,arjun.das600@gmail.com,Student,702313
19,102052,0,0,1,0,0,Neha,Reddy,TMCAN7748Y,373968116470,6356344206,neha.reddy953@outlook.com,Trader,601854
56,34229,0,0,1,0,0,Meera,Nair,YJVLC3724M,743461236704,8538391535,meera.nair323@hotmail.com,Farmer,601395
64,61482,0,0,1,0,0,Pooja,Singh,UOUHB0186Z,325965058815,7713618409,pooja.singh768@hotmail.com,Farmer,403080
29,128938,1,0,1,0,0,Amit,Reddy,RRBEQ1372M,469071417219,9954629722,amit.reddy451@outlook.com,Trader,916321
29,13337,0,0,0,1,1,Amit,Yadav,OHYDN4139W,962662952402,9618070571,amit.yadav700@yahoo.com,Unknown,569737
19,11614,0,0,1,0,1,Rohit,Nair,IIADE1153A,298879711131,6888559625,rohit.nair664@outlook.com,Farmer,405544
28,64259,0,0,1,1,0,Anjali,Nair,LBSTK1916O,967617333410,6899969871,anjali.nair180@outlook.com,Broker,561574
20,65246,1,0,1,0,1,Aditya,Verma,GFTTX9406R,264246435544,6793823227,aditya.verma604@gmail.com,Student,902830
52,84289,0,0,0,1,1,Anjali,Verma,EYXDT9461R,056121448784,6086904633,anjali.verma471@outlook.com,Broker,113528
41,37328,0,0,1,1,0,Meera,Verma,OBSYS4487Q,001278260952,6849777086,meera.verma199@gmail.com,Unknown,118432
18,57905,0,0,0,0,1,Pooja,Yadav,OUAUO5895Y,643852661856,7928683800,pooja.yadav183@gmail.com,Student,702194
47,116722,0,1,1,1,1,Rahul,Jain,GKBQS9788I,851303649382,6975151216,rahul.jain487@yahoo.com,Unknown,569758
41,49479,0,0,1,0,0,Meera,Das,SFBKY2147Z,514157437337,9270352697,meera.das610@hotmail.com,Doctor,126817
62,84097,0,0,1,0,0,Sneha,Jain,AGVAX5070P,842895972605,6213701614,sneha.jain896@outlook.com,SelfEmployed,807657
34,99754,0,0,1,0,0,Simran,Kumar,HUVSL8409R,355286324981,9053788204,simran.kumar881@hotmail.com,SelfEmployed,607994
22,54343,1,0,1,1,1,Rohit,Reddy,ZUCLB1917Y,811319522671,8088360215,rohit.reddy72@yahoo.com,Broker,919101
36,134215,1,0,1,0,0,Sneha,Gupta,CETBP8404V,585367746902,8015997373,sneha.gupta929@outlook.com,Farmer,923496
43,149444,0,0,1,0,0,Amit,Kumar,WBMWO7961K,477093271179,7386533064,amit.kumar325@yahoo.com,Student,607385
68,120183,1,0,1,0,0,Arjun,Singh,YICFA4449A,658027191352,6263261093,arjun.singh341@gmail.com,SelfEmployed,909164
51,81603,1,0,1,0,0,Arjun,Das,SADVG3067Q,616973294672,8613144880,arjun.das690@outlook.com,Doctor,913921
30,28028,0,0,1,1,0,Arjun,Jain,SPJIV1464R,984466315754,8711445332,arjun.jain489@hotmail.com,Broker,604537
20,144555,0,0,1,0,0,Rohit,Jain,HYGEM3097K,414993933865,6819505221,rohit.jain737@outlook.com,Farmer,707551
43,113337,0,0,1,1,0,Isha,Sharma,NFUFC5632K,965967984326,6001500214,isha.sharma420@gmail.com,Cash,605214
18,141203,1,0,1,1,1,Aditya,Yadav,ZYSUI1779F,371853223589,6943311171,aditya.yadav544@gmail.com,Unknown,918736
21,132363,0,1,1,1,1,Sneha,Nair,ZXGDT0582E,928825314007,7411274365,sneha.nair941@yahoo.com,Broker,111492
30,42252,1,0,1,1,1,Aditya,Nair,KXJJR0166S,826733833905,8270762265,aditya.nair103@outlook.com,Unknown,905082
67,26433,0,1,1,0,1,Arjun,Gupta,GTLWY0908B,256308553163,9958169682,arjun.gupta97@hotmail.com,SelfEmployed,111625
40,108336,1,0,1,1,0,Priya,Sharma,MAJRQ1279Y,715966343134,6310934213,priya.sharma560@yahoo.com,Broker,902766
37,64621,1,0,1,0,0,Aditya,Das,UHFGT7820I,844370579780,8605109607,aditya.das222@yahoo.com,Doctor,912637
66,19331,1,1,1,0,1,Amit,Kumar,KASYW4253Q,613845434729,7430281446,amit.kumar141@yahoo.com,Trader,925858
45,109024,0,0,1,0,0,Anjali,Patel,LREAX2384H,122239379933,7722444079,anjali.patel328@outlook.com,Teacher,116815
69,121011,0,0,1,1,0,Karan,Mehta,RWOFA2453Q,996683895744,6640307938,karan.mehta45@hotmail.com,Unknown,703878
58,40144,1,0,1,0,0,Simran,Reddy,PBBNV5987N,563462006974,9402314519,simran.reddy69@outlook.com,Teacher,915763
55,8321,0,0,1,0,0,Aditya,Patel,YJVDE8822T,580427984700,8837006778,aditya.patel668@gmail.com,SelfEmployed,406170
31,99701,0,0,1,0,0,Meera,Yadav,CJXAY5182U,803648281566,8151089972,meera.yadav666@gmail.com,Teacher,116326
67,13908,1,0,1,0,0,Aditya,Gupta,BDLMJ0094N,811577293975,9421707502,aditya.gupta284@outlook.com,Farmer,907873
49,34958,0,0,1,1,0,Vikas,Das,FZIRO4994T,986791888209,7446602282,vikas.das489@gmail.com,Cash,116514
49,136730,0,0,1,0,0,Arjun,Yadav,AHQFZ1902R,423983000645,9356185796,arjun.yadav621@hotmail.com,Doctor,701106
25,65633,0,0,1,1,0,Arjun,Das,MIIXO0653M,942278602152,9476250668,arjun.das967@hotmail.com,Unknown,602336
35,137511,0,0,1,0,0,Neha,Nair,LUJFG9482J,638161788594,6344737029,neha.nair700@yahoo.com,Trader,803994
34,33591,0,0,1,0,0,Pooja,Singh,RWCHP9976V,109077654287,9545414594,pooja.singh260@outlook.com,Student,603785
53,45507,0,0,1,0,0,Sneha,Nair,ISOMY0700Z,852866611410,7140398538,sneha.nair822@yahoo.com,SelfEmployed,807490
53,38217,0,0,0,0,0,Aditya,Sharma,AIWYG0789R,626576948135,6548261584,aditya.sharma19@yahoo.com,Teacher,117362
60,20076,0,0,1,1,0,Arjun,Singh,VNMYR5827Q,629025066703,9133773189,arjun.singh815@hotmail.com,Cash,802752
38,131021,0,0,1,0,0,Amit,Das,NZTBL4252H,978640443949,9537343222,amit.das401@gmail.com,SelfEmployed,128485
42,13660,0,0,1,0,0,Vikas,Gupta,WUHDZ9131X,564453802411,8833336721,vikas.gupta723@gmail.com,Teacher,567963
27,44840,0,1,1,0,1,Vikas,Reddy,TZOEA6497P,790234787767,8506561102,vikas.reddy455@gmail.com,Teacher,402027
48,78025,0,0,1,0,0,Simran,Kumar,CZZPO1957T,287505672212,9778170704,simran.kumar424@gmail.com,SelfEmployed,116807
44,30867,0,0,1,1,0,Simran,Kumar,DYUEY0675K,755610795769,9117686827,simran.kumar532@yahoo.com,Unknown,705560
57,88997,0,0,1,0,0,Amit,Patel,MDPHU5544E,216100408067,9771999071,amit.patel871@outlook.com,Trader,601553
20,92417,1,0,1,0,0,Karan,Kumar,HBOUM4654W,445754701537,6009300719,karan.kumar651@yahoo.com,Doctor,926203
42,98315,0,0,1,0,0,Vikas,Sharma,UNABP4034A,303676070287,9205454931,vikas.sharma893@outlook.com,Teacher,121418
32,68483,0,1,1,0,1,Simran,Patel,MAGFO1884O,308740588253,6233328397,simran.patel664@yahoo.com,Teacher,563686
60,90672,1,0,1,0,0,Simran,Kumar,VFWRV7501V,533846386755,6967741219,simran.kumar630@yahoo.com,Student,907667
40,96149,0,1,1,0,0,Raj,Das,JOHMV6815C,217235685211,6704992087,raj.das821@hotmail.com,Doctor,807368
65,16172,1,0,1,0,0,Amit,Patel,POFCJ6264K,243895116208,6031835536,amit.patel190@yahoo.com,SelfEmployed,917778
35,11350,1,0,1,0,1,Meera,Das,XJQYA8831J,587232822451,9687168030,meera.das999@outlook.com,Farmer,915369
68,73800,0,0,1,0,0,Aditya,Sharma,CXOND3422P,929606205772,6060394718,aditya.sharma929@yahoo.com,Student,708170
37,83480,0,0,1,0,0,Rahul,Yadav,ANXON5032O,653580281432,8254547698,rahul.yadav455@yahoo.com,SelfEmployed,569332
28,60273,1,0,1,1,1,Amit,Verma,DZHEJ5625B,172003250360,7651268905,amit.verma673@outlook.com,Unknown,912110
52,25297,0,0,0,0,0,Meera,Patel,CFGES4173Y,861612864415,9951698643,meera.patel546@outlook.com,Teacher,568174
34,35875,1,0,1,0,0,Sneha,Nair,HKWPT1348H,462273941224,6632017582,sneha.nair246@gmail.com,SelfEmployed,920797
43,102103,0,0,1,1,0,Amit,Gupta,FYCAG0954I,767629683479,8278811318,amit.gupta137@hotmail.com,Unknown,709446
51,149186,1,0,1,0,0,Aditya,Patel,PKLED7669L,582470222973,9561372560,aditya.patel411@yahoo.com,Engineer,928897
47,147105,0,0,1,1,0,Amit,Sharma,MFQWF1195Y,133954271087,9238580646,amit.sharma468@yahoo.com,Unknown,402277
43,33998,0,0,1,1,0,Pooja,Nair,OWOOW2847O,823234408300,8115750497,pooja.nair662@yahoo.com,Unknown,808897
48,11151,1,0,1,0,1,Rohit,Nair,NJSKG8508R,019623063485,9414982282,rohit.nair773@yahoo.com,Farmer,904655
64,144850,0,1,1,1,1,Vikas,Nair,GOLZH4859B,668083406483,8854789169,vikas.nair719@hotmail.com,Unknown,600517
20,136481,0,0,1,0,0,Isha,Yadav,MJRBE0964Y,151310312371,6180396020,isha.yadav194@hotmail.com,Teacher,568190
40,49753,0,0,1,1,0,Arjun,Singh,WYAPW4564V,919618210121,8952068057,arjun.singh561@gmail.com,Unknown,706073
68,131839,0,0,1,0,0,Karan,Verma,LYBYS8439G,518747395406,8279956059,karan.verma750@hotmail.com,Teacher,120300
50,8841,0,0,1,0,0,Vikas,Verma,SSQPI3787G,890985351912,9562108424,vikas.verma879@hotmail.com,Doctor,112068
62,91021,0,0,1,0,0,Pooja,Gupta,EFDPO1987D,403770339144,8059822737,pooja.gupta6@gmail.com,SelfEmployed,127234
53,42557,0,0,1,0,0,Arjun,Sharma,GISFZ4012B,451215866953,9471909449,arjun.sharma735@outlook.com,Student,406251
67,102786,0,0,1,1,0,Aditya,Jain,YUEDA8723D,384534121911,6012631446,aditya.jain367@outlook.com,Broker,809718
69,139395,0,0,1,0,0,Neha,Sharma,GUMNY5265J,783137065061,6107415883,neha.sharma21@yahoo.com,Engineer,703586
30,109549,1,0,1,1,0,Pooja,Verma,SDVLQ7122W,375269074410,6088363970,pooja.verma694@outlook.com,Cash,904355
22,12796,0,0,1,0,0,Isha,Das,PTGYQ3039M,014006970301,9599982633,isha.das281@outlook.com,Student,123584
